,Personalizar,Cut.Mch,Type,Int Fam,Circuit,Wire/Tube/Splice,Section,Color 1,Color 2,length,Bundle Qty,Term A,Joint to A,Seal A,Strip A,Rmks A,Term B,Joint to B,Seal B,Strip B,Rmks B,KBN Loc,Topologia,Abastecimento,Rate pçs/h,Processo,Projeto,Tamanho de lote,Max nunber,Segunda  1T,Segunda 2T,Terça 1T,Terça 2T,Quarta 1T,Quarta 2T,Quinta 1T,Quinta 2T,Sexta 1T,Sexta 2T,Sábado 1T,Sábado 2T,total week,MP comuns,ProcessoA,ProcessoB,Máq_Tipo
613,V127673_4,B01,I,V12,7673_4,E11176400,0.35,BA,  ,3440.0,15.0,E00066800,                  ,,3.5,                                                            ,,Z87/16*7-L        ,,13.0,                                                            ,B01.B-04,IP,AMOSTRA,,TT,VS30,195.0,13.0,39.0,0.0,18.0,0.0,32.0,0.0,17.0,0.0,28.0,0.0,0.0,0.0,135.0,,,,B01-TT
614,V134804A,B01,C,V13,4804A,E11179200,16.0,RD,WH,6100.0,1.0,3202554K5,                  ,,9.0,                                                            ,E11495000,                  ,,11.0,BT                                                          ,SB.A-03,IP,,1000.0,TT,VS30,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,V134804A,BATERIA,BATERIA,B01-TT
615,V127561_2,B01,I,V12,7561_2,E03677800,0.35,GN,  ,3275.0,15.0,E03844600,                  ,,3.7,                                                            ,E00066800,                  ,,3.5,                                                            ,B01.C-05,IP,CORTE,,TT,VS30,345.0,23.0,10.0,0.0,52.0,0.0,38.0,0.0,53.0,0.0,42.0,0.0,0.0,0.0,195.0,,,,B01-TT
616,V254278_1M,B01,I,V25,4278_1M,E10536200,0.5,BK,GY,7750.0,15.0,E03355600,                  ,329983100,4.0,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,B01.A-19,IP,SPLICE,1000.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SEAL CRIMP,SEAL CRIMP,B01-TT
617,V16MC7214D,B01,M,V16,MC7214D,E09311300,0.0,,,4265.0,15.0,,,,0.0,                                                            ,,,,0.0,                                                            ,B01.C-08,IP,SPLICE,,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,B01-TT
618,V127673_2,B01,I,V12,7673_2,E11176400,0.35,BN,  ,3440.0,15.0,E00066800,                  ,,3.5,                                                            ,E00066800,                  ,,3.5,                                                            ,B01.B-04,IP,CORTE,,TT,VS30,195.0,13.0,39.0,0.0,18.0,0.0,32.0,0.0,17.0,0.0,28.0,0.0,0.0,0.0,135.0,,,,B01-TT
619,A99M0.35,B01,C,A99,M0.35,E09311300,0.35,RD,  ,200.0,50.0,,                  ,0,13.0,                                                            ,,                  ,,13.0,                                                            ,0,lead prep,CORTE,,TS,AMOSTRA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,B01-TT
620,V192614_2G,B01,I,V19,2614_2G,E10536300,0.5,WH,PK,7885.0,15.0,E03355600,                  ,329983100,4.0,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,B01.C-01,IP,SPLICE,,TS,VS30,165.0,11.0,17.0,0.0,8.0,0.0,25.0,0.0,7.0,0.0,26.0,0.0,0.0,0.0,90.0,,,,B01-TT
621,V145404B,B01,C,V14,5404B,E16776100,16.0,RD,  ,4290.0,5.0,E11495000,                  ,,11.0,                                                            ,32025Y29U,                  ,32195X0K7,12.0,                                                            ,SB.A-05,IP,,1000.0,TS,VS30,570.0,114.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,350.0,,BATERIA,BATERIA,B01-TT
622,A99M0.50,B01,C,A99,M0.50,E10536200,0.5,RD,  ,200.0,50.0,,                  ,0,13.0,                                                            ,,                  ,,13.0,                                                            ,0,lead prep,CORTE,,TS,AMOSTRA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,B01-TT
623,V192614_1G,B01,I,V19,2614_1G,E10536300,0.5,BK,PK,7885.0,15.0,E03355600,                  ,329983100,4.0,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,B01.C-01,IP,,,TS,VS30,165.0,11.0,17.0,0.0,8.0,0.0,25.0,0.0,7.0,0.0,26.0,0.0,0.0,0.0,90.0,,,,B01-TT
624,A99A50.00,B01,C,A99,A50.00,E09677500,50.0,RD,  ,200.0,10.0,,                  ,0,13.0,                                                            ,,                  ,,13.0,                                                            ,B01.A-23,lead prep,,,TS,AMOSTRA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,B01-TT
625,V145400B,B01,C,V14,5400B,E09677700,16.0,BN,  ,955.0,5.0,32025Y29U,                  ,32195X0K7,12.0,                                                            ,E03457800,                  ,,7.5,                                                            ,SB.A-07,IP,,1000.0,TS,VS30,570.0,114.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,350.0,,BATERIA,BATERIA,B01-TT
626,V192611_2G,B01,I,V19,2611_2G,E10536200,0.5,WH,GY,7760.0,15.0,E03355600,                  ,329983100,4.0,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,B01.C-02,IP,,,TS,VS30,165.0,11.0,17.0,0.0,8.0,0.0,25.0,0.0,7.0,0.0,26.0,0.0,0.0,0.0,90.0,,,,B01-TT
627,V192611_1G,B01,I,V19,2611_1G,E10536200,0.5,BK,GY,7760.0,15.0,E03355600,                  ,329983100,4.0,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,B01.C-02,IP,,,TS,VS30,165.0,11.0,17.0,0.0,8.0,0.0,25.0,0.0,7.0,0.0,26.0,0.0,0.0,0.0,90.0,,,,B01-TT
628,V142611_2B,B01,I,V14,2611_2B,E10536200,0.5,WH,GY,7290.0,15.0,E03355600,                  ,329983100,4.0,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,B01.A-01,IP,,,TS,VS30,270.0,18.0,40.0,0.0,58.0,0.0,70.0,0.0,26.0,0.0,68.0,0.0,0.0,0.0,270.0,,,,B01-TT
629,V142614_1B,B01,I,V14,2614_1B,E10536300,0.5,BK,PK,7455.0,15.0,E03355600,                  ,329983100,4.0,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,B01.A-04,IP,,,TS,VS30,270.0,18.0,40.0,0.0,58.0,0.0,70.0,0.0,26.0,0.0,68.0,0.0,0.0,0.0,270.0,,,,B01-TT
630,V194803G.2,B01,C,V19,4803G.2,E09677700,16.0,BN,  ,2220.0,5.0,3202520S6,                  ,,9.5,                                                            ,3202520S6,                  ,,9.5,BT                                                          ,CAIXA,IP,CORTE,1000.0,TT,VS30,,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,V194803G.1,BATERIA,BATERIA,B01-TT
631,V194803G.1,B01,C,V19,4803G.1,E09677700,16.0,BN,  ,2220.0,5.0,3202520S6,                  ,,9.5,                                                            ,3202520S6,                  ,,9.5,BT                                                          ,SB.A-02,IP,CORTE,1000.0,TT,VS30,135.0,27.0,4.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,45.0,V194803G.1,BATERIA,BATERIA,B01-TT
632,V127561_5,B01,I,V12,7561_5,E03677800,0.35,BA,  ,3275.0,15.0,E03844600,                  ,,3.7,                                                            ,,Z87/16*7-L        ,,13.0,                                                            ,B01.C-05,IP,CORTE,,TT,VS30,345.0,23.0,10.0,0.0,52.0,0.0,38.0,0.0,53.0,0.0,42.0,0.0,0.0,0.0,195.0,,,,B01-TT
633,V143766_2B,B01,I,V14,3766_2B,E17965800,0.5,GN,BK,5310.0,15.0,3202581Z7,                  ,,4.3,                                                            ,E00029139,                  ,,3.5,                                                            ,B01.B-02,IP,CORTE,1000.0,TT,VS30,465.0,31.0,51.0,0.0,49.0,0.0,56.0,0.0,64.0,0.0,52.0,0.0,0.0,0.0,285.0,,SEAL CRIMP,SEAL CRIMP,B01-TT
634,V16MC2611D,B01,M,V16,MC2611D,E10536200,0.0,,,8150.0,15.0,,,,0.0,                                                            ,,,,0.0,                                                            ,B01.A-07,IP,CORTE,,TT,VS30,,0.0,17.0,0.0,25.0,0.0,10.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,90.0,V16MC4278D,,,B01-TT
635,V127593_2,B01,I,V12,7593_2,E11176400,0.35,BN,  ,3470.0,15.0,E00066800,                  ,,3.5,                                                            ,E00066800,                  ,,3.5,                                                            ,B01.B-06,IP,MECAL,,TT,VS30,45.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,,,B01-TT
636,V142614_2B,B01,I,V14,2614_2B,E10536300,0.5,WH,PK,7455.0,15.0,E03355600,                  ,329983100,4.0,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,B01.A-04,IP,CORTE,,TS,VS30,270.0,18.0,40.0,0.0,58.0,0.0,70.0,0.0,26.0,0.0,68.0,0.0,0.0,0.0,270.0,,,,B01-TT
637,V127259_2,B01,I,V12,7259_2,E09311300,0.35,GN,  ,1615.0,60.0,E08633700,                  ,,3.7,                                                            ,E00066800,                  ,,3.5,                                                            ,B01.B-01,IP,CORTE,,TT,VS30,600.0,10.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,360.0,,,,B01-TT
638,V142578B,B01,C,V14,2578B,E20959600,35.0,RD,  ,910.0,5.0,E10904900,                  ,,12.0,                                                            ,E10904900,                  ,,12.0,                                                            ,0,IP,SPLICE,1000.0,TT,VS30,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,BATERIA,BATERIA,B01-TT
639,V15MC4287C,B01,M,V15,MC4287C,E10536300,0.0,,,7300.0,15.0,,,,0.0,                                                            ,,,,0.0,                                                            ,B01.A-06,IP,CORTE,,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,B01-TT
640,V143931B,B01,C,V14,3931B,E28687300,10.0,RD,BU,3660.0,5.0,E24570700,                  ,,10.0,                                                            ,3202545S7,                  ,3204511U9,7.0,                                                            ,CAIXA,IP,CORTE,1000.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,BATERIA,BATERIA,B01-TT
641,V15MC4278C,B01,M,V15,MC4278C,E10536200,0.0,,,7090.0,15.0,,,,0.0,                                                            ,,,,0.0,                                                            ,B01.A-05,IP,,,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,B01-TT
642,V142579B,B01,C,V14,2579B,E20959600,35.0,RD,  ,560.0,5.0,E10904900,                  ,,12.0,                                                            ,E10904900,                  ,,12.0,                                                            ,0,IP,CORTE,1000.0,TT,VS30,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,BATERIA,BATERIA,B01-TT
643,V24MC2614L,B01,M,V24,MC2614L,E10536300,0.0,,,8140.0,15.0,,,,0.0,                                                            ,,,,0.0,                                                            ,B01.B-15,IP,,,TT,VS30,45.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,,,,B01-TT
644,V24MC4278L,B01,M,V24,MC4278L,E10536200,0.0,,,8150.0,15.0,,,,0.0,                                                            ,,,,0.0,                                                            ,B01.A-07,IP,SPLICE,,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,V16MC4278D,,,B01-TT
645,V24MC2611L,B01,M,V24,MC2611L,E10536200,0.0,,,8040.0,15.0,,,,0.0,                                                            ,,,,0.0,                                                            ,B01.B-12,IP,,,TT,VS30,45.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,,,,B01-TT
646,V125924_1,B01,I,V12,5924_1,E09311300,0.35,PK,  ,1615.0,60.0,E08633700,                  ,,3.7,                                                            ,E00066800,                  ,,3.5,                                                            ,B01.B-01,IP,,1000.0,TT,VS30,600.0,10.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,,,360.0,,SEAL CRIMP,SEAL CRIMP,B01-TT
647,V125921_1,B01,I,V12,5921_1,E09311300,0.35,PK,  ,1615.0,15.0,E08633700,                  ,,3.7,                                                            ,E00066800,                  ,,3.5,                                                            ,B01.B-01,IP,CORTE,1000.0,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SEAL CRIMP,SEAL CRIMP,B01-TT
648,V125921_2,B01,I,V12,5921_2,E09311300,0.35,GN,  ,1615.0,15.0,E08633700,                  ,,3.7,                                                            ,E00066800,                  ,,3.5,                                                            ,B01.B-01,IP,CORTE,1000.0,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SEAL CRIMP,SEAL CRIMP,B01-TT
649,V12MC4757,B01,M,V12,MC4757,E03677800,0.0,,,3300.0,15.0,,,,0.0,                                                            ,,,,0.0,                                                            ,B01.B-04,IP,,,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,B01-TT
650,V25MC4287M,B01,M,V25,MC4287M,E10536300,0.0,,,7960.0,15.0,,,,0.0,                                                            ,,,,0.0,                                                            ,B01.A-20,IP,CORTE,,TT,VS30,75.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,V25MC4287M,,,B01-TT
651,V145927_1B,B01,I,V14,5927_1B,E09311300,0.35,PK,  ,965.0,15.0,E00309500,                  ,,3.5,                                                            ,E00066800,                  ,,3.5,                                                            ,B01.B-05,IP,SPLICE,1000.0,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SEAL CRIMP,SEAL CRIMP,B01-TT
652,V164278_2D,B01,I,V16,4278_2D,E10536200,0.5,WH,GY,8150.0,15.0,E03355600,                  ,329983100,4.0,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,B01.A-07,IP,CORTE,1000.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SEAL CRIMP,SEAL CRIMP,B01-TT
653,V164278_1D,B01,I,V16,4278_1D,E10536200,0.5,BK,GY,8150.0,15.0,E03355600,                  ,329983100,4.0,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,B01.A-07,IP,CORTE,1000.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SEAL CRIMP,SEAL CRIMP,B01-TT
654,V25MC4278M,B01,M,V25,MC4278M,E10536200,0.0,,,7750.0,15.0,,,,0.0,                                                            ,,,,0.0,                                                            ,B01.A-19,IP,MECAL,,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,B01-TT
655,V164287_1D,B01,I,V16,4287_1D,E10536300,0.5,BK,PK,8370.0,15.0,E03355600,                  ,329983100,4.0,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,B01.A-08,IP,CORTE,1000.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SEAL CRIMP,SEAL CRIMP,B01-TT
656,V142580B,B01,C,V14,2580B,E20959600,35.0,RD,  ,1545.0,1.0,E11478700,                  ,,13.0,                                                            ,E09184200,                  ,,11.0,                                                            ,0,IP,SPLICE,1000.0,TT,VS30,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,BATERIA,BATERIA,B01-TT
657,V162614_1D,B01,I,V16,2614_1D,E10536300,0.5,BK,PK,8370.0,15.0,E03355600,                  ,329983100,4.0,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,B01.A-08,IP,CORTE,,TS,VS30,105.0,7.0,17.0,0.0,25.0,0.0,10.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,90.0,,,,B01-TT
658,V162614_2D,B01,I,V16,2614_2D,E10536300,0.5,WH,PK,8370.0,15.0,E03355600,                  ,329983100,4.0,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,B01.A-08,IP,MULTI,,TS,VS30,105.0,7.0,17.0,0.0,25.0,0.0,10.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,90.0,,,,B01-TT
659,A99A10.00,B01,C,A99,A10.00,E14935000,10.0,RD,BR,200.0,10.0,,                  ,0,13.0,                                                            ,,                  ,,13.0,                                                            ,B02.A-12,lead prep,CORTE,1000.0,TS,AMOSTRA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,B01-TT
660,A99A16.00,B01,C,A99,A16.00,E11179200,16.0,RD,WT,200.0,10.0,,                  ,0,13.0,                                                            ,,                  ,,13.0,                                                            ,B01.A-11,lead prep,SPLICE,,TS,AMOSTRA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,B01-TT
661,A99A25.00,B01,C,A99,A25.00,E08014500,25.0,RD,  ,200.0,10.0,,                  ,0,13.0,                                                            ,,                  ,,13.0,                                                            ,B01.A-15,lead prep,CORTE,,TS,AMOSTRA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,B01-TT
662,V127259_1,B01,I,V12,7259_1,E09311300,0.35,PK,  ,1615.0,60.0,E08633700,                  ,,3.7,                                                            ,E00066800,                  ,,3.5,                                                            ,B01.B-01,IP,CORTE,,TT,VS30,600.0,10.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,360.0,,,,B01-TT
663,V252611_1M,B01,I,V25,2611_1M,E10536200,0.5,BK,GY,7760.0,15.0,E03355600,                  ,329983100,4.0,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,B01.C-02,IP,CORTE,,TS,VS30,75.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,30.0,,,,B01-TT
664,V143766_1B,B01,I,V14,3766_1B,E17965800,0.5,BK,BU,5310.0,15.0,3202581Z7,                  ,,4.3,                                                            ,E00029139,                  ,,3.5,                                                            ,B01.B-02,IP,CORTE,1000.0,TT,VS30,465.0,31.0,51.0,0.0,49.0,0.0,56.0,0.0,64.0,0.0,52.0,0.0,0.0,0.0,285.0,,SEAL CRIMP,SEAL CRIMP,B01-TT
