,Personalizar,Cut.Mch,Type,Int Fam,Circuit,Wire/Tube/Splice,Section,Color 1,Color 2,length,Bundle Qty,Term A,Joint to A,Seal A,Strip A,Rmks A,Term B,Joint to B,Seal B,Strip B,Rmks B,KBN Loc,Topologia,Abastecimento,Rate pçs/h,Processo,Projeto,Tamanho de lote,Max nunber,Segunda  1T,Segunda 2T,Terça 1T,Terça 2T,Quarta 1T,Quarta 2T,Quinta 1T,Quinta 2T,Sexta 1T,Sexta 2T,Sábado 1T,Sábado 2T,total week,MP comuns,ProcessoA,ProcessoB,Máq_Tipo
5352,G22473,M42,C,G22,473,E25181900,0.35,BN,YE,645.0,100.0,32025Y2SV,                  ,320455AJA,5.0,                                                            ,E03997100,                  ,,5.0,                                                            ,M42.D-14,ENGINE ASPIRADO,,2750.0,TS,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,CORTE,CORTE,M42-TS
5353,G19335,M42,C,G19,335,E25183000,0.35,GN,VT,640.0,100.0,32025Y2SV,                  ,320455AJA,5.0,                                                            ,E03997100,                  ,,5.0,                                                            ,M42.C-05,ENGINE TURBO,,2750.0,TS,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,G18335,CORTE,CORTE,M42-TS
5354,G19432,M42,C,G19,432,E00011336,0.5,GN,WH,2125.0,100.0,E01647000,                  ,,5.0,                                                            ,E01800300,                  ,329983100,5.0,                                                            ,M42.C-28,ENGINE TURBO,,3300.0,TS,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,CORTE,CORTE,M42-TS
5355,G22459,M42,C,G22,459,16AC23010,0.35,WH,GY,640.0,100.0,32025Y2SV,                  ,320455AJA,5.0,                                                            ,E03997100,                  ,,5.0,                                                            ,M42.D-13,ENGINE ASPIRADO,,2750.0,TS,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,CORTE,CORTE,M42-TS
5356,G223803,M42,C,G22,3803,150254027,0.5,VT,BN,1880.0,100.0,E01647000,                  ,,5.0,                                                            ,32025Y2PT,                  ,320455AJA,4.0,                                                            ,M42.D-03,ENGINE ASPIRADO,,,TS,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,M42-TS
5357,G186281C,M42,C,G18,6281C,150268027,0.5,BK,GN,415.0,100.0,32025Y2PT,                  ,320455AJA,4.0,                                                            ,,SP6281_124_1_X1   ,,13.0,                                                            ,M42.C-22,ENGINE ASPIRADO,,2330.0,TS,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,CORTE,SPLICE,M42-TS
5358,G16465A,M42,C,G16,465A,16AC83010,0.35,GN,GY,660.0,100.0,E04174100,                  ,,5.0,                                                            ,E03997100,                  ,,5.0,                                                            ,M42.B-02,BODY,,3500.0,TT,GEM,1300.0,14.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,,,1400.0,,CORTE,CORTE,M42-TS
5359,G226281E,M42,C,G22,6281E,150268027,0.5,BK,GN,375.0,100.0,32025Y2PT,                  ,320455AJA,4.0,                                                            ,,SP6281_124_2_X1   ,,13.0,                                                            ,M42.C-13,ENGINE ASPIRADO,,2330.0,TS,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,G226281E,CORTE,SPLICE,M42-TS
5360,G186281A,M42,C,G18,6281A,150268027,0.5,BK,GN,400.0,100.0,32025Y2PT,                  ,320455AJA,4.0,                                                            ,,SP6281_124_1_X1   ,,13.0,                                                            ,M42.C-21,ENGINE ASPIRADO,,2330.0,TS,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,CORTE,SPLICE,M42-TS
5361,G22625,M42,C,G22,625,16AC06010,0.35,YE,BK,670.0,100.0,32025Y2SV,                  ,320455AJA,5.0,                                                            ,E03997100,                  ,,5.0,                                                            ,M42.D-16,ENGINE ASPIRADO,,2750.0,TS,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,CORTE,CORTE,M42-TS
5362,G225991,M42,C,G22,5991,E01577500,0.35,YE,  ,640.0,100.0,32025Y2SV,                  ,320455AJA,5.0,                                                            ,E03997100,                  ,,5.0,                                                            ,M42.D-15,ENGINE ASPIRADO,,2750.0,TS,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,CORTE,CORTE,M42-TS
5363,G191150,M42,C,G19,1150,16BNX6010,0.35,BK,  ,650.0,100.0,32025Y2SV,                  ,320455AJA,5.0,                                                            ,E03997100,                  ,,5.0,                                                            ,M42.C-24,ENGINE TURBO,,2750.0,TS,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,CORTE,CORTE,M42-TS
5364,G16473A,M42,C,G16,473A,E25181900,0.35,BN,YE,595.0,100.0,E04174100,                  ,,5.0,                                                            ,E03997100,                  ,,5.0,                                                            ,M42.B-03,BODY,,3500.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,G16473A,CORTE,CORTE,M42-TS
5365,G191039,M42,C,G19,1039,163453020,0.5,VT,GY,640.0,100.0,32025Y2PT,                  ,320455AJA,4.0,                                                            ,E02842200,                  ,,5.0,                                                            ,M42.C-23,ENGINE TURBO,,2750.0,TS,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,CORTE,CORTE,M42-TS
5366,S031250XX,M43,C,S03,1250XX,E01937800,0.5,BK,  ,330.0,100.0,,SP1350_1_X1       ,,13.0,LGKCC                                                       ,E15142100,                  ,,13.0,MULTI-X86G201_X1                                            ,M43.I-10,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5367,S031350,M43,C,S03,1350,16BNX6010,0.35,BK,  ,310.0,100.0,E03844600,                  ,,5.0,LGKCC                                                       ,,SP1792_1_X1       ,,13.0,BARE1                                                       ,M43.G-11,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5368,S031350A,M43,C,S03,1350A,E01937800,0.5,BK,  ,290.0,100.0,32025Y1PG,                  ,,5.0,LGKCC                                                       ,,SP1350_2_X1       ,,13.0,                                                            ,M43.I-08,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5369,S081050KK,M43,C,S08,1050KK,E01937800,0.5,BK,  ,400.0,100.0,32025Y1PG,                  ,,5.0,LGKCC                                                       ,,SP1050_5_X1       ,,13.0,                                                            ,M43.I-25,RR SD DR LH,,,TT,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,,,800.0,,,,M43-TS
5370,S031250S,M43,C,S03,1250S,E01937800,0.5,BK,  ,1170.0,100.0,"3,20E+14",                  ,,5.0,LGKCC                                                       ,E11731500,                  ,,3.8,                                                            ,M43.H-11,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5371,S031250T,M43,C,S03,1250T,16BNX6010,0.35,BK,  ,435.0,100.0,E15395600,                  ,,3.8,LGKCC                                                       ,,SP1250B_X1        ,,13.0,                                                            ,M43.G-03,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5372,S031350AA,M43,C,S03,1350AA,E01937800,0.5,BK,  ,1180.0,100.0,E14329500,                  ,,4.5,LGKCC                                                       ,,SP1350_2_X1       ,,13.0,                                                            ,M43.H-13,IP,,,TT,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,M43-TS
5373,S031350H,M43,C,S03,1350H,E01937800,0.5,BK,  ,445.0,100.0,E09349200,                  ,,4.0,LGKCC                                                       ,,SP1350_2_X1       ,,13.0,                                                            ,M43.I-29,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5374,S031350RR,M43,C,S03,1350RR,16BNX6010,0.35,BK,  ,1730.0,100.0,E32673300,                  ,,3.4,LGKCC                                                       ,,SP1350_3_X1       ,,13.0,                                                            ,M43.G-19,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5375,S031350SS,M43,C,S03,1350SS,16ACX6060,1.5,BK,  ,230.0,100.0,3202573R7,                  ,,4.1,LGKCC                                                       ,3202573R7,                  ,,4.1,                                                            ,M43.E-10,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5376,S031350B,M43,C,S03,1350B,16BNX6010,0.35,BK,  ,2060.0,100.0,32025Y1PG,                  ,,5.0,LGKCC                                                       ,,SP1350_1_X1       ,,13.0,                                                            ,M43.G-23,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5377,S031350BB,M43,C,S03,1350BB,E01937800,0.5,BK,  ,2010.0,100.0,32025Y1PG,                  ,,5.0,LGKCC                                                       ,,SP1350_1_X1       ,,13.0,                                                            ,M43.H-29,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5378,S031350D,M43,C,S03,1350D,16BNX6010,0.35,BK,  ,1610.0,100.0,E09325200,                  ,,5.0,LGKCC                                                       ,,SP1350_3_X1       ,,13.0,                                                            ,M43.G-17,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5379,S081050S,M43,C,S08,1050S,16BNX6010,0.35,BK,  ,230.0,100.0,3202559I5,                  ,,3.5,LGKCC                                                       ,,SP1050_5_X1       ,,13.0,                                                            ,M43.F-07,RR SD DR LH,,,TT,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,,,800.0,,,,M43-TS
5380,S027553,M43,C,S02,7553,16AC56020,0.5,VT,BK,2581.0,100.0,E08814300,                  ,,5.0,LGKCC                                                       ,32025Y1PG,                  ,,5.0,                                                            ,M43.D-18,BODY,,,TT,SPIN,900.0,9.0,66.0,36.0,48.0,64.0,24.0,44.0,24.0,48.0,66.0,22.0,,,500.0,,,,M43-TS
5381,S031102A,M43,C,S03,1102A,E07173000,0.35,GY,GN,735.0,100.0,E09325200,                  ,,5.0,LGKCC                                                       ,,SP1102_IP_X1      ,,13.0,                                                            ,M43.F-06,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5382,S026817B,M43,C,S02,6817B,E01577500,0.35,YE,  ,3400.0,100.0,E08962800,                  ,,5.0,LGKCC                                                       ,,SP6817_2_BD_X1    ,,13.0,                                                            ,M43.F-29,BODY,,,TT,SPIN,1400.0,14.0,66.0,68.0,67.0,64.0,72.0,64.0,70.0,70.0,66.0,67.0,,,700.0,,,,M43-TS
5383,S08295E,M43,C,S08,295E,16ACX3020,0.5,GY,  ,1595.0,100.0,32025Y1PG,                  ,,5.0,LGKCC                                                       ,"3,20E+14",                  ,,5.0,                                                            ,M43.E-16,RR SD DR LH,,,TT,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,,,800.0,,,,M43-TS
5384,S08294G,M43,C,S08,294G,16AC40020,0.5,BN,YE,1595.0,100.0,32025Y1PG,                  ,,5.0,LGKCC                                                       ,"3,20E+14",                  ,,5.0,                                                            ,M43.C-20,RR SD DR LH,,,TT,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,,,800.0,,,,M43-TS
5385,S031102D,M43,C,S03,1102D,E07173000,0.35,GY,GN,328.0,100.0,E03844600,                  ,,5.0,LGKCC                                                       ,,SP1102_IP_X1      ,,13.0,                                                            ,M43.F-04,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5386,S031250D,M43,C,S03,1250D,16ACX6050,1.0,BK,  ,2120.0,100.0,E04322000,                  ,,5.0,LGKCC                                                       ,,SP1350_4_X1       ,,13.0,                                                            ,M43.E-26,IP,,1500.0,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5387,S031250E,M43,C,S03,1250E,E01937800,0.5,BK,  ,2020.0,100.0,,SP1250B_X1        ,,13.0,LGKCC                                                       ,E15142100,                  ,,13.0,MULTI-X86G201_X1                                            ,M43.I-11,IP,,1500.0,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5388,S031250G,M43,C,S03,1250G,16BNX6010,0.35,BK,  ,1245.0,100.0,E00066800,                  ,,3.5,LGKCC                                                       ,,SP1250B_X1        ,,13.0,                                                            ,M43.G-13,IP,,1500.0,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5389,S031102M,M43,C,S03,1102M,E07173000,0.35,GY,GN,1107.0,100.0,E03844600,                  ,,5.0,LGKCC                                                       ,,SP1102_IP_X1      ,,13.0,                                                            ,M43.G-14,IP,,1500.0,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5390,S081050R,M43,C,S08,1050R,E01937800,0.5,BK,  ,1300.0,100.0,"3,20E+14",                  ,,5.0,LGKCC                                                       ,,SP1050_5_X1       ,,13.0,                                                            ,M43.H-19,RR SD DR LH,,,TT,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,,,800.0,,,,M43-TS
5391,S031250C,M43,C,S03,1250C,16BNX6010,0.35,BK,  ,1100.0,100.0,320258JN5,                  ,,5.0,LGKCC                                                       ,,SP1250B_X1        ,,13.0,                                                            ,M43.F-30,IP,,1500.0,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5392,S073398,M43,C,S07,3398,169AX2010,0.35,WH,  ,1280.0,100.0,32025Y1PG,                  ,,5.0,LGKCC                                                       ,"3,20E+14",                  ,,5.0,                                                            ,M43.A-30,FRT SD DR RH,,,TT,SPIN,1300.0,13.0,120.0,0.0,140.0,0.0,140.0,0.0,140.0,0.0,120.0,0.0,,,700.0,,,,M43-TS
5393,S03307,M43,C,S03,307,16AC04010,0.35,YE,BN,1399.0,100.0,E08962800,                  ,,5.0,LGKCC                                                       ,320258JN5,                  ,,5.0,                                                            ,M43.B-17,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5394,S033165,M43,C,S03,3165,E25183200,0.35,GY,  ,534.0,100.0,32025Y1PG,                  ,,5.0,LGKCC                                                       ,E00066800,                  ,,3.5,                                                            ,M43.H-04,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5395,S032440,M43,C,S03,2440,16AC78060,1.5,RD,GN,520.0,100.0,3202587A8,                  ,,5.0,LGKCC                                                       ,3202581I7,                  ,,5.0,                                                            ,M43.D-26,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5396,S032740,M43,C,S03,2740,163472080,2.5,RD,WH,540.0,100.0,3202587A8,                  ,,5.0,LGKCC                                                       ,3202581I7,                  ,,5.0,                                                            ,M43.A-25,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5397,S075861,M43,C,S07,5861,E25183200,0.35,GY,  ,1280.0,100.0,32025Y1PG,                  ,,5.0,LGKCC                                                       ,"3,20E+14",                  ,,5.0,                                                            ,M43.I-18,FRT SD DR RH,,,TT,SPIN,700.0,7.0,60.0,0.0,80.0,0.0,60.0,0.0,80.0,0.0,60.0,0.0,,,400.0,,,,M43-TS
5398,S033166,M43,C,S03,3166,E25182200,0.35,BN,GN,534.0,100.0,32025Y1PG,                  ,,5.0,LGKCC                                                       ,E00066800,                  ,,3.5,                                                            ,M43.H-02,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5399,S033170,M43,C,S03,3170,E25182600,0.35,VT,GN,1394.0,100.0,32025Y1PG,                  ,,5.0,LGKCC                                                       ,E00066800,                  ,,3.5,                                                            ,M43.I-14,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5400,S033171,M43,C,S03,3171,E25180100,0.35,YE,GN,1394.0,100.0,32025Y1PG,                  ,,5.0,LGKCC                                                       ,E00066800,                  ,,3.5,                                                            ,M43.G-28,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
5401,S033172,M43,C,S03,3172,16AC31010,0.35,GY,BU,1394.0,100.0,32025Y1PG,                  ,,5.0,LGKCC                                                       ,E00066800,                  ,,3.5,                                                            ,M43.C-12,IP,,,TT,SPIN,1400.0,14.0,73.0,70.0,74.0,71.0,73.0,72.0,73.0,71.0,73.0,71.0,,,800.0,,,,M43-TS
